id,title,main_picture,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,created_at,updated_at,media_type,status,genres,num_episodes,start_season,source,average_episode_duration,rating,background,studios,statistics,special_ranking
11359,Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/13/33877.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/13/33877l.jpg'}",2011-08-02,2011-08-02,Special episode about Trunks going back to the future and fighting the Androids. Also known as episode 98 of Dragon Ball Kai.,7.52,1578,2819,42446,23822,white,2011-08-23T11:18:10+00:00,2022-03-08T03:14:24+00:00,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",1,"{'year': 2011, 'season': 'summer'}",manga,1405,pg_13,,"[{'id': 18, 'name': 'Toei Animation'}]","{'status': {'watching': '499', 'completed': '36320', 'on_hold': '269', 'dropped': '294', 'plan_to_watch': '5086'}, 'num_list_users': 42468}",125
13245,Shin Tennis no Ouji-sama Specials,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/7/39891.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/7/39891l.jpg'}",2012-04-20,2013-04-24,"Shouhei Zenya (The Night Before The Invitation)
Prior to the U-17 training camp invitations, the middle schoolers spend their last few days of leisure relaxing and goofing off with each other. 

Kami no Ko vs Koutei (Child of God vs. Emperor)
The tiebreaker-style elimination match between Rikkai University-Affiliated Middle School's Seiichi Yukimura and Genichirou Sanada pits two of the ""Three Demons'' against each other. As the two fight to stay in the camp, the history between the ""Child of God"" and the ""Emperor'' is revealed.

Densetsu wo Tsugusha-tachi (The One That Stands On Top)
In the next set of tiebreaker-style elimination matches, Shitenhouji Middle School's Kenya Oshitari and Kuranosuke Shiraishi must face off. As both players have been harboring heavy feelings since the Nationals one year prior, they decide to settle it in this high-stakes match.

Shousha no Imi (What it Means to be a Winner)
Following the elimination matches, the winners are treated to a luxurious experience after a brutal training session. Some of the middle schoolers contend with each other over the point of the camp now that the losers are gone. They decide to settle their disagreements in the most appropriate way possible: by playing table tennis.

Otoko-tachi no Kizuna (Bonds Between Men)
After Hyoutei Academy's Choutarou Ootori loses his first court shuffle match, he becomes disheartened and begins to question if he deserves to stay in the camp. Rikkai's Bunta Marui decides to give him some advice to help him overcome his defeat.

Tenshi to Seijo (Angel and Bible)
The court shuffle matches between Courts 3 and 5 pairs Rikkai's Akaya Kirihara and Shitenhouji's Kuranosuke Shiraishi together. As the game grows progressively more difficult, Kirihara becomes agitated by their opponents. Remembering a promise he made to Kirihara's teammate, Shiraishi must prevent the young boy from losing control of his temper at all costs.

Himitsu no Ouji-sama (Prince of Secrets)
The middle schoolers become restless and irritated when the camp's food supply begins to run low from a harsh storm. Seishun Academy's Satoshi Horio must deliver a bag to his teammate, Ryouma Echizen, but the angry middle schoolers start to believe that he is hiding food from them. In an attempt to claim the bag's contents, they all begin to fight each other as Horio tries to outsmart and run past them.

[Written by MAL Rewrite]
",7.52,1590,5341,10592,4202,white,2012-03-11T18:06:02+00:00,2022-03-14T16:38:42+00:00,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",7,"{'year': 2012, 'season': 'spring'}",manga,1380,pg_13,,"[{'id': 10, 'name': 'Production I.G'}, {'id': 463, 'name': 'M.S.C'}]","{'status': {'watching': '569', 'completed': '6947', 'on_hold': '370', 'dropped': '204', 'plan_to_watch': '2508'}, 'num_list_users': 10598}",126
33338,One Piece: Heart of Gold,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1673/120160.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1673/120160l.jpg'}",2016-07-16,2016-07-16,"A girl named Olga is pursued by both the World Government and a man named Mad Treasure, as she is the only one who knows the location of the Pure Gold, a substance that can buy the entire world. Olga ends up sailing with the Straw Hat Pirates, and they journey to find the Pure Gold on the lost island of Alchemi, which is located inside the stomach of a large angler fish named Bonbori.

(Source: IMDb)",7.51,1595,2324,60879,32919,white,2016-05-23T08:34:30+00:00,2022-03-04T22:15:18+00:00,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",1,"{'year': 2016, 'season': 'summer'}",manga,6255,pg_13,,"[{'id': 18, 'name': 'Toei Animation'}]","{'status': {'watching': '1014', 'completed': '48788', 'on_hold': '382', 'dropped': '236', 'plan_to_watch': '10697'}, 'num_list_users': 61117}",127
38938,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai Picture Drama,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1315/99597.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1315/99597l.jpg'}",2018-12-19,2019-05-15,Picture drama episodes included on the DVD/Blu-ray Volumes of Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai.,7.51,1597,2152,69330,22253,white,2018-12-29T21:08:08+00:00,2022-03-22T02:03:40+00:00,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 22, 'name': 'Romance'}]",5,"{'year': 2018, 'season': 'fall'}",light_novel,480,pg_13,,"[{'id': 1835, 'name': 'CloverWorks'}]","{'status': {'watching': '4578', 'completed': '31764', 'on_hold': '1490', 'dropped': '1527', 'plan_to_watch': '30219'}, 'num_list_users': 69578}",128
2198,Aa! Megami-sama!: Sorezore no Tsubasa Specials,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/2/13530.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/2/13530l.jpg'}",2007-02-23,2007-02-23,"When Keiichi found his grandpa's diary and saw a treasure map inside, Skuld and Urd started to feel a great urge to search it. With the company of his friends, Keiichi arrives to Honda Inn, the place indicated on the map. Once the party is inside, they meet Honda Chieko, who seems to share a certain promise with Keiichi. Apart from all that confusion, it's time for Keiichi to have enough courage to say the words ""I love you"" to Belldandy.",7.51,1602,3806,24078,12051,white,2007-03-22T18:33:10+00:00,2021-12-29T01:56:17+00:00,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 22, 'name': 'Romance'}, {'id': 42, 'name': 'Seinen'}, {'id': 37, 'name': 'Supernatural'}]",2,"{'year': 2007, 'season': 'winter'}",manga,1440,pg_13,,"[{'id': 48, 'name': 'AIC'}]","{'status': {'watching': '365', 'completed': '18264', 'on_hold': '311', 'dropped': '201', 'plan_to_watch': '4941'}, 'num_list_users': 24082}",129
1478,City Hunter: Goodbye My Sweetheart,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1814/94961.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1814/94961l.jpg'}",1997-04-25,1997-04-25,"Ryo Saeba (aka the City Hunter), is a private detective in the city of Tokyo. Together with sidekick Kaori Makimura, Ryo is hired by actress Emi Makaze to find her long lost brother. The woman's brother turns out to be ""The Professor"", a dillusional ex-soldier who's planing to destroy the Shinjuku district of Tokyo. Kaori is assigned to guard Emi, but they both get caught up in the Professor's scheme. The City Hunter must save them, without allowing downtown Tokyo to be destroyed. 

(Source: ANN)",7.51,1606,6604,6269,2616,white,2006-08-30T20:35:20+00:00,2022-03-18T21:26:00+00:00,special,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 27, 'name': 'Shounen'}]",1,"{'year': 1997, 'season': 'spring'}",,5400,pg_13,,"[{'id': 14, 'name': 'Sunrise'}]","{'status': {'watching': '143', 'completed': '3867', 'on_hold': '101', 'dropped': '88', 'plan_to_watch': '2080'}, 'num_list_users': 6279}",130
12725,Initial D: Project D to the Next Stage - Project D e Mukete,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/12/35739.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/12/35739l.jpg'}",2003-03-22,2003-03-22,"A special that comes with the Fourth Stage DVD-BOX. It is comprised of a recap from First Stage to Third Stage, along with staff commentary and sneak preview of the making of the Fourth Stage.",7.51,1614,5571,9519,3281,white,2012-01-18T15:56:13+00:00,2021-12-24T18:20:02+00:00,special,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 3, 'name': 'Cars'}, {'id': 8, 'name': 'Drama'}, {'id': 42, 'name': 'Seinen'}, {'id': 30, 'name': 'Sports'}]",1,"{'year': 2003, 'season': 'winter'}",manga,4200,pg_13,,[],"{'status': {'watching': '245', 'completed': '5795', 'on_hold': '115', 'dropped': '166', 'plan_to_watch': '3203'}, 'num_list_users': 9524}",131
16934,Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/7/45512.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/7/45512l.jpg'}",2013-06-19,2013-06-19,"Although Yuuta Togashi and Rikka Takanashi have just started dating, they do not know how to progress their young relationship. Due to both of them being shy, neither of them are capable of making the first move. Rikka decides to ask her class representative Shinka Nibutani for some love advice, and she advises Rikka get closer to Yuuta during the Christmas season. Following the suggestion of Yuuta's friend, Makoto Isshiki, they hold a Christmas party at Sanae Dekomori’s place.

During the party, Yuuta notices Rikka has gone missing and searches for her. When he finds Rikka, he notices that she is acting strange and quickly figures out that she and Sanae are both drunk! How will this Christmas party turn out for the budding couple?

[Written by MAL Rewrite]",7.5,1627,947,201895,117137,white,2012-12-29T16:41:44+00:00,2022-03-14T11:42:11+00:00,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 36, 'name': 'Slice of Life'}]",1,"{'year': 2013, 'season': 'spring'}",light_novel,1440,pg_13,,"[{'id': 2, 'name': 'Kyoto Animation'}]","{'status': {'watching': '2703', 'completed': '167081', 'on_hold': '1127', 'dropped': '809', 'plan_to_watch': '30258'}, 'num_list_users': 201978}",132
36064,Fate/Grand Order,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1418/121537.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1418/121537l.jpg'}",2014-12-27,,Assorted commercials and collaborations for the Fate/Grand Order mobile RPG. These short animations are posted to Type-Moon's official YouTube channel and advertise the game itself or promote a new game event (eg. Dead Heat Summer Race! for summer 2017). The animation is unique to these commercials and is not present in the mobile game nor in the TV special of Fate/Grand Order.,7.5,1631,3438,29553,4911,white,2017-08-05T21:51:54+00:00,2022-03-20T06:51:33+00:00,special,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}]",0,"{'year': 2014, 'season': 'fall'}",game,15,pg,,"[{'id': 1087, 'name': 'Lay-duce'}]","{'status': {'watching': '8337', 'completed': '4', 'on_hold': '1675', 'dropped': '1033', 'plan_to_watch': '18503'}, 'num_list_users': 29552}",133
5419,Paniponi Dash!: Danjite Okonaeba Kishin mo Kore wo Saku,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/6/11083.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/6/11083l.jpg'}",2009-04-15,2009-04-15,Paniponi Dash! special included in the DVD-Box.,7.5,1646,5652,9203,4325,white,2008-10-22T01:34:08+00:00,2021-07-26T07:17:23+00:00,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 20, 'name': 'Parody'}, {'id': 23, 'name': 'School'}]",1,"{'year': 2009, 'season': 'spring'}",manga,1860,pg_13,,"[{'id': 44, 'name': 'Shaft'}]","{'status': {'watching': '148', 'completed': '6356', 'on_hold': '130', 'dropped': '94', 'plan_to_watch': '2478'}, 'num_list_users': 9206}",134
39477,Shingeki no Kyojin Season 3 Specials,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1909/99638.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1909/99638l.jpg'}",2018-10-17,2019-09-18,Shingeki no Kyojin Season 3 DVD/BD specials. They are chibi parody shorts; one video was included on each of the DVD/BDs for a total of four. Each video contained three stories (essentially chibi parody short episode 38–49) which continued the chibi parody story from the previous chibi parody specials included on the DVD/BDs of the previous seasons.,7.5,1652,3637,26503,6793,white,2019-03-07T01:09:36+00:00,2022-03-19T18:08:58+00:00,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 20, 'name': 'Parody'}, {'id': 27, 'name': 'Shounen'}]",7,"{'year': 2018, 'season': 'fall'}",manga,134,g,,"[{'id': 858, 'name': 'Wit Studio'}]","{'status': {'watching': '1159', 'completed': '11601', 'on_hold': '594', 'dropped': '492', 'plan_to_watch': '12782'}, 'num_list_users': 26628}",135
14189,Tasogare Otome x Amnesia: Taima Otome,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/6/65883.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/6/65883l.jpg'}",2012-11-28,2012-11-28,"Tired of Yuuko's antics for causing more ghost stories to be spread amongst the students, Kirie challenges her to a series of games which if Yuuko loses, she must behave.

(Source: Wikipedia)",7.5,1654,2084,72576,40672,white,2012-05-22T17:01:45+00:00,2022-03-15T04:53:10+00:00,special,finished_airing,"[{'id': 14, 'name': 'Horror'}, {'id': 7, 'name': 'Mystery'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",1,"{'year': 2012, 'season': 'fall'}",manga,1440,r,,"[{'id': 300, 'name': 'SILVER LINK.'}]","{'status': {'watching': '1106', 'completed': '57097', 'on_hold': '516', 'dropped': '238', 'plan_to_watch': '13648'}, 'num_list_users': 72605}",136
13587,Persona 4 the Animation: No One is Alone,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/5/37787.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/5/37787l.jpg'}",2012-08-22,2012-08-22,New episode included with the 10th blu-ray volume. The episode will adapt the true ending from the original PS2 game.,7.49,1668,2808,42783,22334,white,2012-03-29T20:50:15+00:00,2022-01-24T20:46:58+00:00,special,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 7, 'name': 'Mystery'}, {'id': 23, 'name': 'School'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 31, 'name': 'Super Power'}, {'id': 37, 'name': 'Supernatural'}]",1,"{'year': 2012, 'season': 'summer'}",game,1800,pg_13,,"[{'id': 88, 'name': 'AIC ASTA'}]","{'status': {'watching': '538', 'completed': '30848', 'on_hold': '313', 'dropped': '199', 'plan_to_watch': '10897'}, 'num_list_users': 42795}",137
13629,Furiko,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/2/68985.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/2/68985l.jpg'}",2012-03-16,2012-03-16,"Furiko, meaning ""pendulum,"" shows the highs and lows of a family of two—a high schooler, and his future wife, whom he rescues from delinquents. From the brilliant mind of comedian Tekken, comes a heartwarming story of a couple overcoming their differences even as they struggle through life. Not a moment goes by without meaning or expression in these four and a half minutes.

[Written by MAL Rewrite] 

In December of 2018, Tekken released an extended cut of film which features new music and adds one-and-a-half minutes of runtime.",7.49,1679,4290,18472,12039,white,2012-03-31T09:28:53+00:00,2022-03-20T13:10:43+00:00,special,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 19, 'name': 'Music'}, {'id': 22, 'name': 'Romance'}, {'id': 36, 'name': 'Slice of Life'}]",1,"{'year': 2012, 'season': 'winter'}",original,270,g,,[],"{'status': {'watching': '146', 'completed': '15429', 'on_hold': '62', 'dropped': '91', 'plan_to_watch': '2756'}, 'num_list_users': 18484}",138
17273,Hetalia: The Beautiful World Specials,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1280/97332.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1280/97332l.jpg'}",2013-04-24,2013-10-30,"Special episodes released with the Hetalia: The Beautiful World BD/DVDs.

Include 4 episodes:

Extra 1: Buon San Valentino - First Part
Extra 2: Buon San Valentino - Last Part
Extra 3: The Centennial Gift
Extra 4: Liechtenstein and the Hedgehog Country",7.49,1685,4409,17267,7028,white,2013-01-25T22:14:51+00:00,2021-10-24T20:38:11+00:00,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 13, 'name': 'Historical'}, {'id': 20, 'name': 'Parody'}]",4,"{'year': 2013, 'season': 'spring'}",web_manga,300,pg_13,,"[{'id': 37, 'name': 'Studio Deen'}]","{'status': {'watching': '441', 'completed': '11534', 'on_hold': '267', 'dropped': '261', 'plan_to_watch': '4766'}, 'num_list_users': 17269}",139
9366,Kaichou wa Maid-sama!: Omake dayo!,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/3/29438.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/3/29438l.jpg'}",2011-05-11,2011-05-11,"Extra episode included in Blu-ray and DVD volume 10, entitled ""Omake dayo (It's an extra!)"".",7.49,1688,1479,118042,61399,white,2010-08-14T13:03:53+00:00,2022-03-20T21:08:41+00:00,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 25, 'name': 'Shoujo'}]",1,"{'year': 2011, 'season': 'spring'}",manga,800,pg_13,,"[{'id': 7, 'name': 'J.C.Staff'}]","{'status': {'watching': '1578', 'completed': '96494', 'on_hold': '758', 'dropped': '413', 'plan_to_watch': '18888'}, 'num_list_users': 118131}",140
31553,Charlotte: Tsuyoimono-tachi,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1709/98068.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1709/98068l.jpg'}",2016-03-30,2016-03-30,"Takehito Kumagami's clairvoyance leads his group of friends to another child with supernatural powers: Iori Sekiguchi, a mind reader. However, as they try to approach her, they realize her power makes her nearly impossible to pin down. Having been chosen by the club to handle this case, Nao Tomori and Yuu Otosaka must find a way to get around the child's unique ability before it is too late.

[Written by MAL Rewrite]",7.48,1698,1184,159121,90254,white,2015-09-05T19:46:34+00:00,2022-03-21T14:45:01+00:00,special,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 23, 'name': 'School'}, {'id': 31, 'name': 'Super Power'}]",1,"{'year': 2016, 'season': 'winter'}",original,1444,pg_13,,"[{'id': 132, 'name': 'P.A. Works'}]","{'status': {'watching': '2137', 'completed': '131272', 'on_hold': '896', 'dropped': '501', 'plan_to_watch': '24941'}, 'num_list_users': 159747}",141
7902,Fullmetal Alchemist: Brotherhood - 4-Koma Theater,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/3/76154.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/3/76154l.jpg'}",2009-08-26,2010-11-24,Short specials from the DVDs/BDs.,7.48,1702,2457,55801,25132,white,2010-01-16T14:55:02+00:00,2022-02-25T14:25:48+00:00,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 38, 'name': 'Military'}, {'id': 20, 'name': 'Parody'}]",16,"{'year': 2009, 'season': 'summer'}",4_koma_manga,150,pg_13,,"[{'id': 4, 'name': 'Bones'}]","{'status': {'watching': '1300', 'completed': '37537', 'on_hold': '1052', 'dropped': '764', 'plan_to_watch': '15174'}, 'num_list_users': 55827}",142
10497,Hetalia World Series Specials,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/13/28864.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/13/28864l.jpg'}",2011-03-25,2012-09-24,"Extra episodes of Hetalia World Series. 

Includes:
- Hetalia Extra 1: Chatty Nordics
- Hetalia Extra 2: Celebrating Halloween
- Hetalia Extra 3: Previously in Hetalia
- Hetalia Extra 4: Hetalia = Fantasia ",7.48,1703,3879,23040,10756,white,2011-03-27T20:38:29+00:00,2022-02-20T10:20:08+00:00,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 13, 'name': 'Historical'}, {'id': 20, 'name': 'Parody'}]",4,"{'year': 2011, 'season': 'winter'}",web_manga,300,pg_13,,"[{'id': 37, 'name': 'Studio Deen'}]","{'status': {'watching': '566', 'completed': '16551', 'on_hold': '408', 'dropped': '279', 'plan_to_watch': '5246'}, 'num_list_users': 23050}",143
10469,Sayonara Zetsubou Sensei Special,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/12/75518.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/12/75518l.jpg'}",2012-01-31,2012-01-31,"A new special episode that was distributed to those who purchase all three Blu-ray box sets of Sayonara Zetsubou Sensei series on January 31, 2012. ",7.48,1709,4425,17110,7110,white,2011-03-18T13:09:10+00:00,2022-02-06T16:53:48+00:00,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 7, 'name': 'Mystery'}, {'id': 20, 'name': 'Parody'}, {'id': 27, 'name': 'Shounen'}]",1,"{'year': 2012, 'season': 'winter'}",manga,1440,r,,"[{'id': 44, 'name': 'Shaft'}]","{'status': {'watching': '310', 'completed': '10829', 'on_hold': '223', 'dropped': '130', 'plan_to_watch': '5631'}, 'num_list_users': 17123}",144
2424,"Suteki Desu wa, Sakura-chan! Tomoyo no Cardcaptor Sakura Katsuyaku Video Nikki!","{'medium': 'https://api-cdn.myanimelist.net/images/anime/10/68205.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/10/68205l.jpg'}",1998-09-25,1999-09-25,These are 3 episodes of about 6 minutes of pure CCS fun! Refer to any point during the series.,7.48,1714,3631,26610,12952,white,2007-05-05T00:39:49+00:00,2022-03-05T01:34:24+00:00,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 25, 'name': 'Shoujo'}]",3,"{'year': 1998, 'season': 'summer'}",manga,300,g,,"[{'id': 11, 'name': 'Madhouse'}]","{'status': {'watching': '316', 'completed': '20340', 'on_hold': '298', 'dropped': '182', 'plan_to_watch': '5484'}, 'num_list_users': 26620}",145
11889,The iDOLM@STER: 765 Pro to Iu Monogatari,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/3/70521.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/3/70521l.jpg'}",2012-06-28,2012-06-28,"This special received a TV airing on June 17, 2012. The 9th Blu-ray volume containing episodes 24-26 was released on June 28, 2012.",7.47,1730,4014,21430,10613,white,2011-10-27T06:24:27+00:00,2021-04-28T21:07:16+00:00,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 19, 'name': 'Music'}]",1,"{'year': 2012, 'season': 'spring'}",game,1450,pg_13,,"[{'id': 56, 'name': 'A-1 Pictures'}]","{'status': {'watching': '332', 'completed': '15090', 'on_hold': '211', 'dropped': '158', 'plan_to_watch': '5642'}, 'num_list_users': 21433}",146
16273,Acchi Kocchi: Place=Princess,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/12/43823.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/12/43823l.jpg'}",2012-11-07,2012-11-07,Episode 13 of Acchi Kocchi that was included in Vol.6. ,7.47,1733,2455,55852,30661,white,2012-11-12T17:27:50+00:00,2022-02-11T04:06:13+00:00,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 36, 'name': 'Slice of Life'}]",1,"{'year': 2012, 'season': 'fall'}",4_koma_manga,1423,pg_13,,"[{'id': 48, 'name': 'AIC'}]","{'status': {'watching': '869', 'completed': '45090', 'on_hold': '406', 'dropped': '274', 'plan_to_watch': '9232'}, 'num_list_users': 55871}",147
31665,Hibike! Euphonium: Kakedasu Monaka,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/2/77322.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/2/77322l.jpg'}",2015-12-16,2015-12-16,"After the Kitauji High School concert band's auditions for club member participation in the Kyoto Prefectural Concert Band competition, 10 members fail to pass the strict evaluation. Despite being unable to play with the rest of the wind ensemble, the group—who decide to name themselves Team Monaka—is determined to support their peers in any way possible until the day of the competition.

From carrying supplies to creating monaka-shaped good-luck charms, Team Monaka's efforts prove to be pivotal for the unforgettable, bittersweet summer in the concert band's journey toward nationals.

[Written by MAL Rewrite]",7.47,1743,2640,48781,28041,white,2015-09-21T08:40:51+00:00,2022-02-27T14:03:46+00:00,special,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 19, 'name': 'Music'}, {'id': 23, 'name': 'School'}]",1,"{'year': 2015, 'season': 'fall'}",novel,1410,pg_13,Kakedasu Monaka is an unaired episode bundled with the seventh Blu-ray and DVD volume of Hibike! Euphonium.,"[{'id': 2, 'name': 'Kyoto Animation'}]","{'status': {'watching': '603', 'completed': '39382', 'on_hold': '338', 'dropped': '144', 'plan_to_watch': '8456'}, 'num_list_users': 48923}",148
3449,Kamichu! Specials,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/12/24645.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/12/24645l.jpg'}",2005-11-23,2006-03-29,"Episodes that were only released on the DVD afterwards and didn't air on TV. Episode numbers: 7.5, 9.5, 10.5, 12.5.

For a complete list of episodes and the order they're included in the Kamichu! DVD/BD box set, see the More Info tab.",7.47,1749,5394,10295,5615,white,2007-11-21T21:31:41+00:00,2021-09-20T02:11:38+00:00,special,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 36, 'name': 'Slice of Life'}, {'id': 37, 'name': 'Supernatural'}]",4,"{'year': 2005, 'season': 'fall'}",original,1740,pg,,"[{'id': 112, 'name': ""Brain's Base""}]","{'status': {'watching': '193', 'completed': '7570', 'on_hold': '197', 'dropped': '104', 'plan_to_watch': '2239'}, 'num_list_users': 10303}",149
22763,Kara no Kyoukai Movie: Mirai Fukuin - Extra Chorus,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/3/73930.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/3/73930l.jpg'}",2013-09-28,2013-09-28,"Mikiya Kokutou gives Shiki Ryougi a cat to watch, as he will be away for a little while. Though Shiki protests, he leaves the cat anyway, and Shiki is stuck trying to understand her new feline companion. But as luck would have it, the cat seems to have taken a liking to Mikiya and misses him.

Later in another part of the city, Ririsu Miyazuki visits the place where her dear friend committed suicide. She intends to end her life as well, but she meets Fujino Asagami, a blind classmate with a traumatic past. Though the two girls don't have much in common, Asagami reminds Miyazuki of her lost friend and helps her understand her pain.

Two months later, Mikiya elects to celebrate New Year's with Shiki instead of his family, which makes his sister Azaka very upset, leading to her spending the holiday with her school friends. As the snow begins to fall, Mikiya reflects on what he wishes for most of all: that Shiki's life be filled with happiness.

[Written by MAL Rewrite]",7.47,1750,2840,42182,22365,white,2014-02-18T22:47:26+00:00,2022-03-22T02:49:15+00:00,special,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 7, 'name': 'Mystery'}, {'id': 42, 'name': 'Seinen'}, {'id': 37, 'name': 'Supernatural'}]",1,"{'year': 2013, 'season': 'summer'}",manga,1920,r,,"[{'id': 43, 'name': 'ufotable'}]","{'status': {'watching': '892', 'completed': '30126', 'on_hold': '482', 'dropped': '183', 'plan_to_watch': '10512'}, 'num_list_users': 42195}",150
