id,title,main_picture,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,created_at,updated_at,media_type,status,genres,num_episodes,start_season,broadcast,source,average_episode_duration,rating,background,studios,statistics,airing_ranking
32773,Nintama Rantarou no Uchuu Daibouken with Cosmic Front☆Next,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/12/78607.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/12/78607l.jpg'}",2016-02-11,,"A series of educational collaboration specials between Nintama Rantarou and the documentary show Cosmic Front Next where Rantarou, Kirimaru and Shinbei learn about space.",,12873.0,14903,309,45,white,2016-02-19T16:22:17+00:00,2020-03-12T20:46:39+00:00,special,currently_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 15, 'name': 'Kids'}, {'id': 29, 'name': 'Space'}]",0,"{'year': 2016, 'season': 'winter'}",,,1462,g,,"[{'id': 30, 'name': 'Ajia-Do'}]","{'status': {'watching': '78', 'completed': 0, 'on_hold': '20', 'dropped': '80', 'plan_to_watch': '131'}, 'num_list_users': 309}",130
37142,Nishitetsu CMs,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1739/90146.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1739/90146l.jpg'}",2016-07-19,,"Animated commercials for the Nishitesu Group (Nishi-Nippon Railroad Co., Ltd.) that are available on the company's official YouTube channel. So far they cover bus driver recruitment and freight transport.",,12882.0,15898,240,82,white,2018-01-19T04:25:35+00:00,2021-09-16T20:25:00+00:00,special,currently_airing,"[{'id': 3, 'name': 'Cars'}, {'id': 36, 'name': 'Slice of Life'}]",0,"{'year': 2016, 'season': 'summer'}",,original,77,g,,[],"{'status': {'watching': '88', 'completed': 0, 'on_hold': '34', 'dropped': '44', 'plan_to_watch': '74'}, 'num_list_users': 240}",131
24773,Norasco,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/10/74573.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/10/74573l.jpg'}",2013-10-11,,Follows an easygoing Scottish Fold's mundane everyday life.,,12914.0,15491,267,31,white,2014-06-21T23:30:46+00:00,2019-07-30T13:30:39+00:00,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 36, 'name': 'Slice of Life'}]",0,"{'year': 2013, 'season': 'fall'}",,original,120,g,,"[{'id': 432, 'name': 'Kachidoki Studio'}]","{'status': {'watching': '57', 'completed': 0, 'on_hold': '11', 'dropped': '65', 'plan_to_watch': '134'}, 'num_list_users': 267}",132
34092,Norasco (Movie),"{'medium': 'https://api-cdn.myanimelist.net/images/anime/11/82048.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/11/82048l.jpg'}",2016-09-17,,Norasco movies screen for the 9th Down Town Taito International Comedy Film Festival. 6 episodes of Norasco were scheduled to show with 2 of them being new creations never previously shown before. The first episode is the boys playing old maid and the second episode Kotarou's sister Michelle makes an unannounced visit.,,12915.0,16753,187,19,white,2016-09-20T05:28:46+00:00,2017-11-02T16:39:41+00:00,movie,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 36, 'name': 'Slice of Life'}]",0,"{'year': 2016, 'season': 'summer'}",,original,120,g,,"[{'id': 432, 'name': 'Kachidoki Studio'}]","{'status': {'watching': '42', 'completed': 0, 'on_hold': '9', 'dropped': '57', 'plan_to_watch': '79'}, 'num_list_users': 187}",133
41384,Norimono Man: Mobile Land no Car-kun,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1612/106288.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1612/106288l.jpg'}",2020-04-02,,"The anime will depict various vehicles as characters in the ""Mobile Land"" island. The protagonist Car-kun arrives at the island as a delivery worker. Through his deliveries, he gets to know the residents of Mobile Land, all while following traffic rules and having his deliveries stopped by the meddling Sabibi. 

(Source: ANN)",,12921.0,15102,293,31,white,2020-03-03T09:39:11+00:00,2020-10-08T23:33:15+00:00,tv,currently_airing,"[{'id': 3, 'name': 'Cars'}, {'id': 4, 'name': 'Comedy'}, {'id': 15, 'name': 'Kids'}, {'id': 36, 'name': 'Slice of Life'}]",0,"{'year': 2020, 'season': 'spring'}","{'day_of_the_week': 'thursday', 'start_time': '17:20'}",original,300,pg,,"[{'id': 1835, 'name': 'CloverWorks'}]","{'status': {'watching': '47', 'completed': 0, 'on_hold': '31', 'dropped': '83', 'plan_to_watch': '132'}, 'num_list_users': 293}",134
35698,Oidon to,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/13/86114.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/13/86114l.jpg'}",2015-12-02,,A young boy tries to become as strong of a sumo wrestler as his father. ,,12980.0,16236,217,23,white,2017-06-07T10:09:36+00:00,2019-07-11T00:10:21+00:00,tv,currently_airing,"[{'id': 15, 'name': 'Kids'}, {'id': 30, 'name': 'Sports'}]",0,"{'year': 2016, 'season': 'winter'}",,original,300,g,,[],"{'status': {'watching': '51', 'completed': 0, 'on_hold': '12', 'dropped': '76', 'plan_to_watch': '78'}, 'num_list_users': 217}",135
50285,On Air Dekinai!,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1021/119155.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1021/119155l.jpg'}",2022-01-10,2022-03-28,"Set in 2014, the anime follows the adventures of 23 years old Mafuneko, a newly minted assistant director who joins the TV production department at Tokyo Hajikko Television, only to discover that the glamorous and glitzy life of working behind-the-scenes making TV shows involves strange and inexplicable tasks such as ""gathering 300 acorns"" and ""making a mosaic out of the images reflected in the camera lens."" Despite being surrounded by chaos, set-backs, and weirdos, Mafuneko struggles to become a fully-fledged TV producer.

(Source: Crunchyroll, edited)",,13025.0,9599,2060,51,white,2021-11-02T08:54:26+00:00,2022-03-11T19:58:11+00:00,tv,currently_airing,"[{'id': 4, 'name': 'Comedy'}]",12,"{'year': 2022, 'season': 'winter'}","{'day_of_the_week': 'monday', 'start_time': '01:05'}",manga,180,pg_13,,"[{'id': 1045, 'name': 'Space Neko Company'}, {'id': 1517, 'name': 'Jinnan Studio'}]","{'status': {'watching': '205', 'completed': 0, 'on_hold': '39', 'dropped': '88', 'plan_to_watch': '1728'}, 'num_list_users': 2060}",136
42804,Onegai Patron-sama!,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1521/109423.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1521/109423l.jpg'}",2020-10-18,,"The story centers on hero pair teams named ""Patraisers,"" consisting of ""Sugars"" and their supporter ""Patrons."" The Patraiser teams ""reinvigorate people's frozen hearts.""

The ""main story"" videos will focus on a single Patraiser pair, consisting of the Sugar Asahi Yuga and his Patron Ryouya Nekoyashiki. The ""side story"" videos will focus on their daily lives, as well as the other characters.

(Source: ANN)",,13032.0,13657,444,12,white,2020-09-04T08:54:46+00:00,2020-11-10T14:29:10+00:00,ona,currently_airing,"[{'id': 36, 'name': 'Slice of Life'}]",0,"{'year': 2020, 'season': 'fall'}",,original,0,,,"[{'id': 2141, 'name': 'TANOsim'}]","{'status': {'watching': '49', 'completed': 0, 'on_hold': '20', 'dropped': '38', 'plan_to_watch': '337'}, 'num_list_users': 444}",137
41276,Onigiri ni Naritai Cogimyun,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1755/105960.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1755/105960l.jpg'}",2020-01-31,,"A prequel to Cogimyun covering her life at flour school before she runs her grandfather's apartment complex. Episodes air within the ""Millenia Girl"" live action program and then get released for a limited time later in the day on Sanrio's official YouTube channel.",,13040.0,16790,185,14,white,2020-02-10T00:25:38+00:00,2020-02-10T00:25:38+00:00,tv,currently_airing,"[{'id': 10, 'name': 'Fantasy'}, {'id': 15, 'name': 'Kids'}, {'id': 23, 'name': 'School'}]",0,"{'year': 2020, 'season': 'winter'}","{'day_of_the_week': 'friday', 'start_time': '01:25'}",other,70,g,,[],"{'status': {'watching': '33', 'completed': 0, 'on_hold': '19', 'dropped': '52', 'plan_to_watch': '81'}, 'num_list_users': 185}",138
41458,Origami Ninja Koyankinte,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1860/106477.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1860/106477l.jpg'}",2020-04-07,,"Koyan, the Origami Ninja, came to Earth from his planet Origamio to find the magical stone ""Hapiton"" that has the ability to make people happy. On the way, he was joined by childhood friend Namin anda new friend Lublin. One day, a villain called Evilrun appeared. Evilrun has a black hole in her stomach and tries to inhale anything. Every time an event happens, Evilrun gets in the way of Koyan and friends. But what Evilrun's aim is remains a mystery...",,13072.0,17283,158,10,white,2020-03-15T21:43:15+00:00,2020-03-19T08:25:42+00:00,tv,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 15, 'name': 'Kids'}]",0,"{'year': 2020, 'season': 'spring'}","{'day_of_the_week': 'tuesday', 'start_time': '07:30'}",,0,pg,,"[{'id': 324, 'name': 'Directions'}]","{'status': {'watching': '21', 'completed': 0, 'on_hold': '8', 'dropped': '58', 'plan_to_watch': '71'}, 'num_list_users': 158}",139
39091,Orushipe Suopu,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1945/98529.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1945/98529l.jpg'}",2012,,"In the Ainu language ""orushipe"" means ""storytelling"" and ""suopu"" means ""this place."" 

The Foundation for Research and Promotion of Ainu Culture (FRPAC) in conjunction with various directors from Studio Rocca created short films every year starting in 2012. They tell stories from within the Ainu land and culture. These short films are featured at museums, schools, and film festivals--particularly ""The New Chitose Airport International Animation Festival"" who's celebrating Hokkaido's 150th anniversary (before the Boshin War the land was known as Ezochi and not formally a part of Japan). 

The official YouTube channel provides various audio and subtitles combinations for the short films, roughly a year after their first showcase. And the yearly films are also released on DVD.",,13076.0,18342,85,12,white,2019-01-30T11:05:26+00:00,2022-01-12T18:57:08+00:00,special,currently_airing,"[{'id': 13, 'name': 'Historical'}, {'id': 15, 'name': 'Kids'}]",0,,,original,300,g,,[],"{'status': {'watching': '18', 'completed': 0, 'on_hold': '7', 'dropped': '23', 'plan_to_watch': '37'}, 'num_list_users': 85}",140
39205,Oshamani,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1745/98867.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1745/98867l.jpg'}",2019-02-05,,"Fashionable, hipster, and ironic--these gruff voiced kawaii characters star in a new web anime from Kamio Japan.",,13080.0,17605,140,23,white,2019-02-05T10:54:39+00:00,2019-02-05T12:04:36+00:00,ona,currently_airing,"[{'id': 15, 'name': 'Kids'}]",0,"{'year': 2019, 'season': 'winter'}",,original,71,g,,[],"{'status': {'watching': '30', 'completed': 0, 'on_hold': '16', 'dropped': '38', 'plan_to_watch': '56'}, 'num_list_users': 140}",141
43769,OTMGirls no Yokiyoki Channel,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1202/110102.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1202/110102l.jpg'}",2020-09-02,,"Manaka, Miggy and Hidarin struggle every day to aim for a global expansion.

(Source: Official YouTube Channel)",,13107.0,14933,308,78,white,2020-11-06T17:12:50+00:00,2022-02-13T20:42:16+00:00,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 36, 'name': 'Slice of Life'}]",0,"{'year': 2020, 'season': 'summer'}",,other,105,g,,[],"{'status': {'watching': '122', 'completed': 0, 'on_hold': '58', 'dropped': '25', 'plan_to_watch': '103'}, 'num_list_users': 308}",142
35372,Otoppe,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/4/85180.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/4/85180l.jpg'}",2017-04-03,,"The series follows a young girl named Shina who hopes to become the world's best DJ, and is interested in new sounds. Shina explores a mysterious world filled with Otoppe, strange creatures capable of unique sounds.",,13120.0,15878,241,28,white,2017-04-07T09:06:24+00:00,2020-03-31T13:39:18+00:00,tv,currently_airing,"[{'id': 10, 'name': 'Fantasy'}, {'id': 15, 'name': 'Kids'}, {'id': 19, 'name': 'Music'}]",0,"{'year': 2017, 'season': 'spring'}","{'day_of_the_week': 'monday', 'start_time': '08:40'}",original,180,g,,[],"{'status': {'watching': '56', 'completed': 0, 'on_hold': '13', 'dropped': '82', 'plan_to_watch': '90'}, 'num_list_users': 241}",143
38099,Pakkororin,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1134/93318.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1134/93318l.jpg'}",2011-03-28,,"A minute long children's anime that follows 3 siblings. Two brothers who are rectangular and circular shaped, and a sister who is triangluar shaped. They have unique personalities and foster growth and discovery through their play time.",,13152.0,16608,195,19,white,2018-08-02T05:29:38+00:00,2018-08-02T05:29:38+00:00,tv,currently_airing,"[{'id': 15, 'name': 'Kids'}]",0,"{'year': 2011, 'season': 'spring'}","{'day_of_the_week': 'other', 'start_time': '08:24'}",original,60,g,,[],"{'status': {'watching': '38', 'completed': 0, 'on_hold': '12', 'dropped': '68', 'plan_to_watch': '77'}, 'num_list_users': 195}",144
35962,Papan Ga Panda!,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/6/86918.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/6/86918l.jpg'}",2012,,"A series of shorts broadcasted on Kids Station. The star a Panda (with other animals present) as they do quick skits usually revolving around singing, dancing, and exercise.",,13177.0,17484,146,18,white,2017-07-19T07:00:39+00:00,2017-07-19T07:00:39+00:00,tv,currently_airing,"[{'id': 15, 'name': 'Kids'}, {'id': 19, 'name': 'Music'}]",0,,,original,30,g,"The characters are also frequently used in commercials for various companies. The series is most notable for being the official mascot of Okayama Toyopet, a Japanese Toyota car dealership.",[],"{'status': {'watching': '31', 'completed': 0, 'on_hold': '10', 'dropped': '41', 'plan_to_watch': '64'}, 'num_list_users': 146}",145
34845,Ponkotsu Quest Specials,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/7/84087.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/7/84087l.jpg'}",2014-03-13,,"Ponkotsu Quest web specials are not a part of the original series' episode count. They contain original footage and dialogue. Most of the DVD announcement specials are excluded from this entry due to no new footage.
",,13273.0,15236,284,40,white,2017-01-31T19:48:24+00:00,2017-06-21T08:56:31+00:00,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 20, 'name': 'Parody'}]",0,"{'year': 2014, 'season': 'winter'}",,original,170,g,,"[{'id': 1229, 'name': 'Pie in the sky'}]","{'status': {'watching': '58', 'completed': '1', 'on_hold': '30', 'dropped': '59', 'plan_to_watch': '136'}, 'num_list_users': 284}",146
31667,Ponkotsu Quest: Maou to Haken no Mamono-tachi,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/6/76401.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/6/76401l.jpg'}",2013-08-22,,"As of 13.03.2019, 60 Episodes have been released.",,13276.0,13661,442,69,white,2015-09-21T21:35:47+00:00,2022-03-06T07:25:10+00:00,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 20, 'name': 'Parody'}]",0,"{'year': 2013, 'season': 'summer'}",,original,225,pg,,[],"{'status': {'watching': '95', 'completed': '1', 'on_hold': '43', 'dropped': '99', 'plan_to_watch': '204'}, 'num_list_users': 442}",147
34847,Ponkotsu Quest: Maou to Haken no Mamono-tachi Specials,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/12/84089.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/12/84089l.jpg'}",2015-12-23,,BD specials of Ponkotsu Quest: Maou to Haken no Mamono-tachi. ,,13277.0,15428,272,35,white,2017-01-31T23:45:46+00:00,2017-01-31T23:45:46+00:00,special,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 11, 'name': 'Game'}, {'id': 20, 'name': 'Parody'}]",0,"{'year': 2015, 'season': 'fall'}",,original,240,pg,,[],"{'status': {'watching': '50', 'completed': '1', 'on_hold': '27', 'dropped': '59', 'plan_to_watch': '135'}, 'num_list_users': 272}",148
48250,Pororo Donghwanala,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1465/114524.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1465/114524l.jpg'}",2020-08-24,,,,13291.0,17447,148,16,white,2021-02-22T05:23:20+00:00,2021-09-01T23:38:15+00:00,tv,currently_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 15, 'name': 'Kids'}]",0,"{'year': 2020, 'season': 'summer'}",,,560,pg,,[],"{'status': {'watching': '26', 'completed': 0, 'on_hold': '8', 'dropped': '49', 'plan_to_watch': '65'}, 'num_list_users': 148}",149
37096,Puzzle & Dragon,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1535/95070.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1535/95070l.jpg'}",2018-04-02,,"The story is set in modern day Japan following the growth of the protagonist Taiga Akashi, an elementary school kid who wants to be a professional gamer someday. 

(Source: Crunchyroll)",,13336.0,11000,1186,97,white,2018-01-11T10:52:54+00:00,2021-03-17T19:56:56+00:00,tv,currently_airing,"[{'id': 11, 'name': 'Game'}, {'id': 15, 'name': 'Kids'}]",0,"{'year': 2018, 'season': 'spring'}","{'day_of_the_week': 'monday', 'start_time': '18:25'}",game,1440,pg,"The airing time was Mondays 18:25 between April 2, 2018 - March 23, 2020 and Saturdays 9:30 between April 4, 2020 - September 26, 2020.  The airing time is changed to Sundays 18:00  starting October 4, 2020.","[{'id': 1, 'name': 'Studio Pierrot'}]","{'status': {'watching': '198', 'completed': 0, 'on_hold': '47', 'dropped': '155', 'plan_to_watch': '787'}, 'num_list_users': 1187}",150
51131,Qi Jie Diyi Xian,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1429/121111.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1429/121111l.jpg'}",2022-02-24,,"Because of a sudden kindness, Liang Xi has ten thousand years of true power, and joins Tianlingmen to embark on the official path of self-cultivation. Turning your hands into clouds and covering your hands into rain, while talking and laughing, the powerful enemies are wiped out. My wish is very simple. It is nothing more than planting flowers and raising grass, and making bubble girls and refining treasures. Covering the world with one hand, very good and powerful. Liang Xi looked at the sentient beings in the seven realms crawling under her feet, and emphasized that I am a man with a strong sense of chastity.

(Source: Donghua Sub Studio)",,13344.0,17919,120,22,white,2022-02-25T18:53:07+00:00,2022-03-20T17:16:09+00:00,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 17, 'name': 'Martial Arts'}]",60,"{'year': 2022, 'season': 'winter'}",,web_novel,600,pg_13,,"[{'id': 2059, 'name': 'Soyep'}]","{'status': {'watching': '56', 'completed': 0, 'on_hold': '7', 'dropped': '14', 'plan_to_watch': '43'}, 'num_list_users': 120}",151
50441,Qian Cong Shou,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1015/119632.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1015/119632l.jpg'}",2022-01-20,,,,13354.0,14452,348,47,white,2021-11-24T18:07:57+00:00,2022-02-21T23:07:47+00:00,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 24, 'name': 'Sci-Fi'}]",16,"{'year': 2022, 'season': 'winter'}",,original,1380,pg_13,,[],"{'status': {'watching': '138', 'completed': 0, 'on_hold': '8', 'dropped': '19', 'plan_to_watch': '183'}, 'num_list_users': 348}",152
39023,Qin Shi Ming Yue: Canghai Hengliu,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1040/109401.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1040/109401l.jpg'}",2020-10-08,,Sixth season of Qin Shi Ming Yue.,,13368.0,11432,999,55,white,2019-01-15T15:06:13+00:00,2021-10-06T15:29:13+00:00,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 17, 'name': 'Martial Arts'}]",0,"{'year': 2020, 'season': 'fall'}",,novel,1200,pg_13,,"[{'id': 1768, 'name': 'Sparkly Key Animation Studio'}]","{'status': {'watching': '126', 'completed': 0, 'on_hold': '29', 'dropped': '78', 'plan_to_watch': '766'}, 'num_list_users': 999}",153
38451,Reizouko no Tsukenosuke!,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1884/95217.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1884/95217l.jpg'}",2018-10-01,,A gag anime about foods in a refrigerator. The anime airs within the Oha Suta children's morning TV program and will receive a simultaneous manga serialization by Kazumata Oguri.,,13400.0,16823,183,17,white,2018-10-02T11:56:35+00:00,2018-10-02T20:23:23+00:00,tv,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 15, 'name': 'Kids'}, {'id': 20, 'name': 'Parody'}]",0,"{'year': 2018, 'season': 'fall'}","{'day_of_the_week': 'monday', 'start_time': '07:05'}",original,60,g,,[],"{'status': {'watching': '36', 'completed': 0, 'on_hold': '11', 'dropped': '63', 'plan_to_watch': '73'}, 'num_list_users': 183}",154
50378,Renjian Zui Deyi,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1584/119823.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1584/119823l.jpg'}",2021-10-27,,"Six thousand years later, the once prosperous Sword Stream had declined, relying only on the Sword God Chao Qingqiu to support the current Swordsman Flow to fight the twelve saints of the Three Streams. Li Fuyao had great hatred. To make a living by telling a story in a small town, go to Jianshan, go to the land of the devil, and go to the land of Buddhism. After taking revenge, I realized that there was a huge conspiracy all over the world. Why did the Sword Stream begin to decline six thousand years ago? Why couldn’t the saints and Sword Gods of six thousand years be unable to obtain Immortality? Why did Chao Qingqiu live in the world with suspended animation? What exactly are lanterns in Buddhism? Is the dragon in the Land of Devils a visitor from the outside world? What’s there? All these things unfolded step by step as Li Fuyao continued to grow.

(Source: Animexin)",,13402.0,16225,218,51,white,2021-11-17T12:46:58+00:00,2022-02-08T18:27:08+00:00,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 6, 'name': 'Demons'}, {'id': 10, 'name': 'Fantasy'}, {'id': 17, 'name': 'Martial Arts'}]",60,"{'year': 2021, 'season': 'fall'}",,novel,720,pg_13,,"[{'id': 2059, 'name': 'Soyep'}]","{'status': {'watching': '122', 'completed': 0, 'on_hold': '11', 'dropped': '20', 'plan_to_watch': '65'}, 'num_list_users': 218}",155
49598,Rich Keikan Cash!,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1513/117198.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1513/117198l.jpg'}",2021-10-01,,"The manga follows a police officer named Cash who solves any and all cases with the power of money. The anime will tell new stories that were not in the original manga.

(Source: ANN)",,13422.0,17926,119,9,white,2021-08-12T17:48:36+00:00,2021-08-15T21:47:46+00:00,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 15, 'name': 'Kids'}, {'id': 39, 'name': 'Police'}]",0,"{'year': 2021, 'season': 'fall'}",,manga,0,,,[],"{'status': {'watching': '15', 'completed': 0, 'on_hold': '5', 'dropped': '20', 'plan_to_watch': '79'}, 'num_list_users': 119}",156
29375,Robot Pulta,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/9/70637.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/9/70637l.jpg'}",1995-04-04,,Stop-motion animation about robots; though mainly focusing on Pulta a white square robot.,,13447.0,15288,281,38,white,2015-01-10T09:46:03+00:00,2019-06-03T14:12:05+00:00,tv,currently_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 15, 'name': 'Kids'}, {'id': 18, 'name': 'Mecha'}]",0,"{'year': 1995, 'season': 'spring'}",,,300,g,,[],"{'status': {'watching': '76', 'completed': 0, 'on_hold': '17', 'dropped': '83', 'plan_to_watch': '105'}, 'num_list_users': 281}",157
35701,Shammy to Kage Boy,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/9/86117.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/9/86117l.jpg'}",2016-10-20,,Shammy gets into a fight with a shadow boy.,,13650.0,16499,201,75,white,2017-06-07T10:47:21+00:00,2021-03-31T11:52:51+00:00,special,currently_airing,"[{'id': 15, 'name': 'Kids'}]",0,"{'year': 2016, 'season': 'fall'}",,original,300,g,,[],"{'status': {'watching': '71', 'completed': 0, 'on_hold': '41', 'dropped': '38', 'plan_to_watch': '51'}, 'num_list_users': 201}",158
50603,Shanshen Yu Xiaozao,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1728/120115.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1728/120115l.jpg'}",2021-12-17,,"Xiaozao is a girl who always brings misfortune to others. She has to move into a temple named God of Mountains Temple where lives a real god of mountains. Xiaozao met the god when she was a young girl and it seems it’s the god who cursed her. But, later on, they fall in love with each other! And their love story began much earlier than they thought?

(Source: Mangatoon, edited)",,13659.0,16536,199,6,white,2021-12-18T00:49:28+00:00,2022-01-04T20:18:06+00:00,ona,currently_airing,"[{'id': 10, 'name': 'Fantasy'}, {'id': 22, 'name': 'Romance'}, {'id': 36, 'name': 'Slice of Life'}, {'id': 37, 'name': 'Supernatural'}]",0,"{'year': 2021, 'season': 'fall'}",,manga,780,pg_13,,[],"{'status': {'watching': '34', 'completed': 0, 'on_hold': '7', 'dropped': '15', 'plan_to_watch': '143'}, 'num_list_users': 199}",159
50629,Shaonian Ge Xing: Feng Hua Xue Yue Pian Part 2,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1598/120177.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1598/120177l.jpg'}",2022-01-26,,Part two of the second season of Shaonian Ge Xing.,,13663.0,15369,276,38,white,2021-12-22T04:21:59+00:00,2022-03-20T17:34:30+00:00,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 13, 'name': 'Historical'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 7, 'name': 'Mystery'}]",0,"{'year': 2022, 'season': 'winter'}",,novel,1168,pg_13,,[],"{'status': {'watching': '107', 'completed': 0, 'on_hold': '12', 'dropped': '19', 'plan_to_watch': '140'}, 'num_list_users': 278}",160
50898,Shen Wu Tianzun,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1791/121271.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1791/121271l.jpg'}",2020-10-05,,,,13673.0,19057,30,5,white,2022-01-25T17:32:49+00:00,2022-03-06T21:23:45+00:00,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}]",0,"{'year': 2020, 'season': 'fall'}",,manga,600,pg_13,,[],"{'status': {'watching': '9', 'completed': 0, 'on_hold': '1', 'dropped': '10', 'plan_to_watch': '10'}, 'num_list_users': 30}",161
50521,Shenyi Jiu Xiaojie,"{'medium': 'https://api-cdn.myanimelist.net/images/anime/1001/119906.jpg', 'large': 'https://api-cdn.myanimelist.net/images/anime/1001/119906l.jpg'}",2021-11-30,,,,13679.0,14496,343,75,gray,2021-12-04T04:15:20+00:00,2022-03-04T22:31:56+00:00,ona,currently_airing,"[{'id': 10, 'name': 'Fantasy'}, {'id': 22, 'name': 'Romance'}]",60,"{'year': 2021, 'season': 'fall'}",,novel,660,pg_13,,"[{'id': 2059, 'name': 'Soyep'}]","{'status': {'watching': '172', 'completed': 0, 'on_hold': '13', 'dropped': '29', 'plan_to_watch': '129'}, 'num_list_users': 343}",162
